feature_0,feature_1,label
4.1887666938431884,8.383903288428794,1
9.95714295476284,5.151873172295419,2
10.097484037087751,3.4657752571366833,2
0.20838280794755248,-2.0417348684242906,0
4.46576440181773,9.463975455030319,1
1.8466369960476658,-1.0700847663261526,0
-2.081929407883722,1.6964563682900382,0
7.699041660146029,5.013261186398124,2
0.25755039072276437,-0.07444591576616721,0
2.5390049390744585,8.1665650999375,1
-0.24123605785632987,0.3520553965142968,0
4.110045362668816,10.502319568421996,1
10.190658208485592,5.322794100625387,2
9.441664328340636,5.059349287058587,2
3.950605643414275,7.16271257209428,1
-0.03955515385665504,0.6815006973726244,0
10.344431485541245,4.149068848893582,2
3.9241347067723553,9.258210465166412,1
-0.2646568332379561,2.720169166589619,0
-1.6064463202575725,0.2034636358672231,0
9.967295741037148,4.078573532249872,2
4.918677432945812,10.264884275275735,1
-1.5193699659540134,-0.48423407286625136,0
1.0318445394686349,-1.485560373036972,0
-1.0128311203344238,0.3142473325952739,0
9.682544222443292,4.673952711953703,2
5.558703615441859,9.557198147814196,1
-0.600638689918805,-0.2916937497932768,0
9.73929697437802,5.87696187502422,2
3.858826689094223,8.204911179374955,1
-0.15178509503558332,0.5883172064845765,0
9.825076917612256,3.600553778075442,2
9.508073888455936,3.846113040217383,2
4.994314045341671,8.09827321132262,1
-0.26940683444455776,0.7175422557959623,0
-0.007972641316617372,1.4799441388900259,0
4.054785900570883,9.58011978801756,1
7.608736941683732,5.612122064754375,2
-1.7787202489042786,1.496044311489183,0
0.2897748568964129,2.075400798645439,0
9.175600245037561,4.554403757875708,2
3.8674224721582577,8.749660685359267,1
2.293137495072486,9.57865387640855,1
9.518791561687815,5.162747889435959,2
4.153257879615638,9.646904161678085,1
3.956183391717336,10.300057441056342,1
9.475483957962545,4.595308053778838,2
3.8964838484475357,7.826342906097992,1
8.097659392290112,4.03983437074651,2
6.8710630364172145,4.803556521713947,2
2.931008649254802,9.561778204041612,1
5.0865451365485805,8.481284859476755,1
-0.5767713305683327,0.755391225825756,0
7.978747637954269,3.9545844405105544,2
0.22409248181041677,0.01259240078179486,0
0.19584525509768155,-0.978372777615032,0
8.675238328646703,4.541083800302097,2
9.779095488649224,5.326170880043596,2
3.008148641847594,8.311298784408292,1
1.6449677135012837,-0.24903603955637832,0
8.344661558106822,5.227319598817721,2
3.713185168680732,10.849887618590495,1
4.884442126752115,8.706558825730104,1
3.866493429677474,9.6906690928653,1
0.42961821913258585,0.20768768716311115,0
7.944169390488627,5.118863130935288,2
3.695448827840808,9.355612011627874,1
10.756920688048117,5.162299435642577,2
4.686073130546205,7.521868530011564,1
-0.4749453111609562,-0.6533292325737119,0
-0.36361221221385587,-0.056945623721067457,0
