feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
1.6759545347721903,-0.13796092258232334,-0.6584460385217168,-0.937074280147968,1.2493487077663223,-0.7792478244102747,-0.371179100017682,1.0417349079187792,0.6374816048363169,-0.33290932998667877,0
4.385231705463488,-7.079042543639875,-2.8742534286211265,2.3536302617762273,1.8780083908318108,3.5342703592027958,-4.420059845838045,-11.265537058455827,7.426756203065875,-7.220952412208313,3
0.3317848012022826,-1.5626569501149992,1.253550166497368,1.7063306195386507,-0.5101838860318426,-1.9098715729225866,0.7711128068029514,-0.6730924391780935,0.5354487950852501,2.202170466567038,0
12.305766700252455,7.1523422031916795,-5.355011404931958,4.54877596296539,-12.810480570665272,-3.8165818588698945,-6.019994658809684,7.26132812220176,-7.920543068742498,2.724222726873935,1
1.862995915519793,1.2566136026534809,-1.6423579153905978,-0.7962136850857378,0.8709232920677197,0.4572830480432015,0.42593178264631393,0.19085270575958982,0.9511998850679138,0.7809766043974591,0
11.67779901904799,8.779214679511837,-7.685084875009549,5.515486627429703,-10.738361878100097,-3.660746604383054,-6.415612419843996,7.930798566200045,-7.2801923278083756,1.0537942300711463,1
11.509809388232147,10.103289503207192,-5.946433472657635,4.319870034220093,-11.126772152237471,-4.155505010646037,-3.768260300549633,6.586797712741974,-8.18677037438757,4.397267948327313,1
4.451621153289187,-9.50053693238706,-3.1077293371075934,4.69128485330615,0.9719087529780925,4.0902011802978615,-5.697371022683644,-9.4985370500095,5.7204581027407215,-6.159765495528754,3
1.1826800550659773,0.8089526613585721,1.0797170071942606,1.376827361965034,0.20225039552923285,-0.21254991342059257,-1.3681772079254038,-0.2981054052157986,-0.1448884023308962,-0.9496845733242552,0
10.576138425089695,10.645382772500932,-4.253728330719991,3.420654406307653,-9.84702577184524,-2.6212646965103996,-6.084571053550247,5.3224207549894516,-6.692385455742493,2.7840910754597874,1
10.882649495497619,9.590593793465079,-6.807634718536862,4.532551130550675,-9.232648607172926,-3.2800771628433787,-6.46631706202412,8.500801206711678,-7.5187026270112245,1.8032630904256515,1
4.373353967515119,-7.616973534134807,-3.199378403245845,4.352307986473418,1.218931976514372,3.8269180477023665,-4.104315650362351,-8.478387648246864,7.492493800312998,-6.143780070805875,3
12.471451564925681,10.74908428395394,-5.977097463752362,4.396702545137931,-10.411766278168454,-2.5374929407576516,-5.8654828132601695,7.414761805417543,-9.168413289739037,1.8641652426000952,1
4.197221494687903,-6.488726034675382,-3.435274121936086,1.6096275570001926,0.4415409502879347,4.548120217769319,-3.3500519892431395,-9.7070616027836,6.358012178776898,-3.510116946858437,3
-1.2858026340645248,0.873771996048796,-0.29764257302142966,2.57107015662954,-0.3807944311392094,-0.5423083361256184,0.4255357748572663,-0.20890853220863959,-0.7584629622998692,-0.9702767839358374,0
0.021993992804293625,1.9131450564730104,0.5176044609906912,-0.8409683606310597,-1.0279696769286086,-0.9870969204522275,0.4895045009181733,-0.34151367231905744,0.3332937166127775,0.9363962849613726,0
5.424549747011367,-7.392358976829351,-3.4019274080232034,4.2289932785643,-1.065336662816614,4.31680074372288,-3.753820130119035,-11.666190361026555,7.0123637893882025,-4.8770352917304205,3
-0.018882161569169872,0.6730491737307212,10.128294491946054,9.996829646093197,-1.6435588147660698,-1.1740770230651678,-10.227706819096964,1.3314375789548876,9.80315336461412,0.45387096815813743,2
